stock_id,warehouse_id,product_id,quantity
ST007889,WH010,P00675,230
ST007890,WH001,P00002,48
ST007891,WH004,P01393,93
ST007892,WH007,P04018,103
ST007893,WH002,P02190,73
ST007894,WH010,P02388,95
ST007895,WH010,P04310,59
ST007896,WH002,P02331,136
ST007897,WH008,P04966,135
ST007898,WH005,P01290,173
ST007899,WH009,P00788,85
ST007900,WH004,P02325,176
ST007901,WH001,P03223,93
ST007902,WH006,P01334,134
ST007903,WH008,P03707,76
ST007904,WH005,P02406,75
ST007905,WH007,P03425,135
ST007906,WH006,P01725,41
ST007907,WH004,P03779,66
ST007908,WH003,P01272,64
ST007909,WH001,P00651,153
ST007910,WH001,P04815,41
ST007911,WH002,P03678,136
ST007912,WH003,P01224,108
ST007913,WH002,P02315,163
ST007914,WH006,P02622,3
ST007915,WH010,P01960,130
ST007916,WH008,P03567,90
ST007917,WH007,P01005,24
ST007918,WH009,P04815,45
ST007919,WH005,P01719,178
ST007920,WH008,P00278,131
ST007921,WH006,P01283,140
ST007922,WH007,P01569,147
ST007923,WH001,P00258,112
ST007924,WH005,P03192,154
ST007925,WH003,P04077,79
ST007926,WH008,P03257,168
ST007927,WH006,P03684,69
ST007928,WH003,P02679,106
ST007929,WH007,P02579,119
ST007930,WH010,P01508,137
ST007931,WH005,P03407,150
ST007932,WH002,P03989,121
ST007933,WH006,P01214,18
ST007934,WH004,P04201,52
ST007935,WH010,P04058,195
ST007936,WH003,P03424,82
ST007937,WH001,P00076,119
ST007938,WH006,P02810,65
ST007939,WH010,P03056,5
ST007940,WH006,P00023,94
ST007941,WH002,P03956,118
ST007942,WH004,P01211,40
ST007943,WH006,P04137,129
ST007944,WH005,P04349,94
ST007945,WH007,P04332,101
ST007946,WH010,P01612,148
ST007947,WH007,P00323,74
ST007948,WH009,P02378,154
ST007949,WH009,P03740,151
ST007950,WH006,P00147,69
ST007951,WH007,P04828,92
ST007952,WH002,P03888,140
ST007953,WH010,P04685,104
ST007954,WH004,P02582,162
ST007955,WH010,P01826,83
ST007956,WH008,P02169,173
ST007957,WH005,P00318,19
ST007958,WH005,P03235,31
ST007959,WH005,P00036,105
ST007960,WH009,P01878,137
ST007961,WH001,P01817,91
ST007962,WH008,P01958,76
ST007963,WH007,P00019,32
ST007964,WH007,P00392,184
ST007965,WH002,P02242,98
ST007966,WH007,P00134,178
ST007967,WH009,P02509,82
ST007968,WH010,P00420,54
ST007969,WH004,P04376,57
ST007970,WH009,P02356,46
ST007971,WH007,P04594,220
ST007972,WH006,P01452,42
ST007973,WH001,P03519,113
ST007974,WH004,P03932,133
ST007975,WH001,P00815,72
ST007976,WH003,P02395,183
ST007977,WH005,P03405,19
ST007978,WH003,P03494,118
ST007979,WH004,P01343,134
ST007980,WH006,P00800,141
ST007981,WH005,P02536,84
ST007982,WH009,P04495,37
ST007983,WH002,P00625,174
ST007984,WH001,P01963,176
ST007985,WH003,P00929,75
ST007986,WH008,P02766,119
ST007987,WH002,P04100,157
ST007988,WH009,P03812,104
ST007989,WH009,P01001,63
ST007990,WH008,P02280,10
ST007991,WH002,P02919,78
ST007992,WH002,P02894,140
ST007993,WH003,P03178,49
ST007994,WH004,P04468,134
ST007995,WH005,P00150,101
ST007996,WH010,P00708,137
ST007997,WH002,P01330,0
ST007998,WH003,P02803,28
ST007999,WH003,P04277,76
ST008000,WH009,P01591,193
ST008001,WH008,P02879,62
ST008002,WH001,P02787,93
ST008003,WH007,P03543,207
ST008004,WH002,P04198,121
ST008005,WH007,P01740,142
ST008006,WH003,P01558,67
ST008007,WH010,P03961,158
ST008008,WH010,P00549,166
ST008009,WH004,P04050,125
ST008010,WH009,P03751,95
ST008011,WH007,P02640,127
ST008012,WH006,P01632,18
ST008013,WH001,P00299,154
ST008014,WH008,P01541,57
ST008015,WH006,P00141,165
ST008016,WH006,P02775,154
ST008017,WH007,P00061,18
ST008018,WH006,P03797,52
ST008019,WH002,P01099,132
ST008020,WH002,P04872,13
ST008021,WH009,P04600,170
ST008022,WH003,P03879,170
ST008023,WH002,P00267,151
ST008024,WH006,P02016,85
ST008025,WH005,P04400,37
ST008026,WH007,P02404,128
ST008027,WH001,P00874,20
ST008028,WH001,P02460,172
ST008029,WH007,P01254,55
ST008030,WH005,P02785,157
ST008031,WH007,P00610,158
ST008032,WH009,P02981,100
ST008033,WH002,P04082,213
ST008034,WH005,P02457,212
ST008035,WH007,P00187,116
ST008036,WH006,P01514,165
ST008037,WH002,P01126,43
ST008038,WH009,P04940,114
ST008039,WH002,P02165,106
ST008040,WH006,P02608,109
ST008041,WH002,P01497,19
ST008042,WH010,P00646,87
ST008043,WH004,P00403,169
ST008044,WH005,P02552,158
ST008045,WH009,P04435,57
ST008046,WH002,P04497,165
ST008047,WH010,P04474,126
ST008048,WH005,P04525,89
ST008049,WH005,P00823,74
ST008050,WH007,P00334,42
ST008051,WH005,P03443,39
ST008052,WH005,P00427,101
ST008053,WH003,P00564,0
ST008054,WH002,P04820,56
ST008055,WH001,P00876,132
ST008056,WH008,P00349,174
ST008057,WH008,P02959,42
ST008058,WH007,P04440,130
ST008059,WH003,P04841,74
ST008060,WH009,P02029,107
ST008061,WH002,P02737,67
ST008062,WH003,P01517,95
ST008063,WH010,P00851,103
ST008064,WH001,P03853,158
ST008065,WH004,P01038,168
ST008066,WH003,P04176,70
ST008067,WH004,P03342,86
ST008068,WH001,P04285,140
ST008069,WH005,P04725,90
ST008070,WH004,P04036,135
ST008071,WH009,P01949,145
ST008072,WH001,P03521,150
ST008073,WH004,P03183,104
ST008074,WH004,P04324,41
ST008075,WH005,P02821,91
ST008076,WH003,P03314,74
ST008077,WH010,P03372,138
ST008078,WH010,P02357,176
ST008079,WH005,P02041,177
ST008080,WH010,P01022,144
ST008081,WH007,P02089,53
ST008082,WH010,P04077,170
ST008083,WH001,P00939,121
ST008084,WH004,P02073,143
ST008085,WH003,P04724,88
ST008086,WH003,P04754,2
ST008087,WH002,P02039,50
ST008088,WH004,P02048,94
ST008089,WH001,P00592,46
ST008090,WH004,P02266,125
ST008091,WH002,P04707,28
ST008092,WH001,P01722,231
ST008093,WH002,P00113,39
ST008094,WH008,P01183,77
ST008095,WH003,P01010,172
ST008096,WH007,P03103,53
ST008097,WH009,P02254,130
ST008098,WH008,P01652,0
ST008099,WH007,P02894,164
ST008100,WH004,P01989,0
ST008101,WH008,P04006,79
ST008102,WH001,P02066,100
ST008103,WH001,P03550,212
ST008104,WH008,P01300,111
ST008105,WH001,P00489,89
ST008106,WH008,P04295,0
ST008107,WH005,P01670,44
ST008108,WH007,P00905,93
ST008109,WH005,P01153,104
ST008110,WH005,P02289,117
ST008111,WH003,P03492,138
ST008112,WH001,P03877,54
ST008113,WH009,P00535,102
ST008114,WH004,P03682,56
ST008115,WH004,P02258,127
ST008116,WH008,P03200,0
ST008117,WH005,P01315,7
ST008118,WH008,P01807,258
ST008119,WH001,P01921,173
ST008120,WH008,P03151,96
ST008121,WH009,P01186,132
ST008122,WH006,P04277,91
ST008123,WH005,P00810,97
ST008124,WH005,P04232,119
ST008125,WH005,P03308,65
ST008126,WH001,P00516,75
ST008127,WH010,P00878,51
ST008128,WH004,P02317,39
ST008129,WH005,P02002,192
ST008130,WH009,P04706,54
ST008131,WH009,P01499,149
ST008132,WH008,P04329,82
ST008133,WH001,P01222,127
ST008134,WH001,P02682,99
ST008135,WH009,P03439,10
ST008136,WH010,P02796,101
ST008137,WH001,P03941,130
ST008138,WH004,P01535,52
ST008139,WH002,P02510,216
ST008140,WH007,P02058,140
ST008141,WH005,P04803,141
ST008142,WH004,P03293,146
ST008143,WH010,P04631,0
ST008144,WH010,P02924,135
ST008145,WH008,P01608,137
ST008146,WH004,P02661,86
ST008147,WH001,P02754,44
ST008148,WH006,P03862,39
ST008149,WH004,P04363,33
ST008150,WH006,P04040,79
ST008151,WH004,P03530,46
ST008152,WH002,P00846,110
ST008153,WH010,P01123,14
ST008154,WH004,P03365,61
ST008155,WH008,P03379,69
ST008156,WH002,P04494,106
ST008157,WH008,P01112,78
ST008158,WH004,P01758,66
ST008159,WH004,P03039,98
ST008160,WH002,P00300,172
ST008161,WH005,P00096,27
ST008162,WH010,P03352,156
ST008163,WH002,P02298,18
ST008164,WH010,P03686,118
ST008165,WH004,P00766,152
ST008166,WH006,P01940,33
ST008167,WH010,P00974,117
ST008168,WH002,P02051,47
ST008169,WH010,P04399,158
ST008170,WH004,P00362,19
ST008171,WH008,P02270,55
ST008172,WH009,P01369,106
ST008173,WH004,P03374,104
ST008174,WH006,P00820,124
ST008175,WH002,P04127,72
ST008176,WH010,P01879,45
ST008177,WH010,P02275,173
ST008178,WH006,P02924,75
ST008179,WH008,P04558,17
ST008180,WH003,P00221,161
ST008181,WH002,P04684,163
ST008182,WH001,P02255,89
ST008183,WH003,P01919,87
ST008184,WH004,P01713,138
ST008185,WH004,P01087,43
ST008186,WH005,P03776,70
ST008187,WH001,P03683,90
ST008188,WH004,P01102,112
ST008189,WH001,P00966,143
ST008190,WH004,P03004,115
ST008191,WH003,P03881,173
ST008192,WH007,P00063,52
ST008193,WH003,P03069,80
ST008194,WH001,P04367,119
ST008195,WH003,P01735,119
ST008196,WH007,P00889,0
ST008197,WH007,P01879,98
ST008198,WH003,P02181,37
ST008199,WH009,P04547,163
ST008200,WH009,P04848,163
ST008201,WH010,P02704,58
ST008202,WH008,P01290,50
ST008203,WH010,P04366,68
ST008204,WH010,P01767,126
ST008205,WH008,P03481,126
ST008206,WH005,P02587,84
ST008207,WH005,P04967,104
ST008208,WH004,P00165,196
ST008209,WH004,P03325,114
ST008210,WH002,P04763,135
ST008211,WH009,P03927,77
ST008212,WH007,P04757,177
ST008213,WH003,P00433,60
ST008214,WH009,P01473,121
ST008215,WH009,P01899,69
ST008216,WH003,P01971,15
ST008217,WH001,P04165,117
ST008218,WH010,P04454,196
ST008219,WH002,P01979,97
ST008220,WH009,P04525,25
ST008221,WH002,P02779,111
ST008222,WH009,P04404,59
ST008223,WH002,P02128,152
ST008224,WH005,P02721,88
ST008225,WH009,P01116,11
ST008226,WH004,P01145,85
ST008227,WH004,P00733,48
ST008228,WH009,P01211,189
ST008229,WH010,P03624,77
ST008230,WH002,P03459,144
ST008231,WH009,P00657,76
ST008232,WH006,P03776,134
ST008233,WH003,P02264,102
ST008234,WH006,P00246,101
ST008235,WH001,P00095,58
ST008236,WH001,P00199,126
ST008237,WH001,P00686,170
ST008238,WH006,P01352,48
ST008239,WH010,P00665,58
ST008240,WH002,P01560,247
ST008241,WH008,P04416,72
ST008242,WH010,P00212,170
ST008243,WH003,P02895,0
ST008244,WH006,P03106,138
ST008245,WH002,P04129,90
ST008246,WH005,P02394,92
ST008247,WH002,P04471,82
ST008248,WH003,P04919,74
ST008249,WH010,P04424,83
ST008250,WH008,P02353,82
ST008251,WH008,P04279,117
ST008252,WH002,P01234,166
ST008253,WH003,P02368,121
ST008254,WH009,P00348,99
ST008255,WH006,P03109,127
ST008256,WH008,P00331,139
ST008257,WH009,P03561,128
ST008258,WH008,P00216,66
ST008259,WH001,P00023,0
ST008260,WH005,P02013,176
ST008261,WH007,P02830,176
ST008262,WH006,P00727,144
ST008263,WH006,P04227,162
ST008264,WH005,P04343,96
ST008265,WH003,P03320,62
ST008266,WH007,P04613,37
ST008267,WH002,P01932,150
ST008268,WH007,P01223,62
ST008269,WH005,P04192,81
ST008270,WH004,P02635,111
ST008271,WH006,P00402,98
ST008272,WH003,P04726,9
ST008273,WH007,P00344,88
ST008274,WH009,P00323,141
ST008275,WH008,P00435,78
ST008276,WH007,P01704,56
ST008277,WH004,P03361,147
ST008278,WH010,P04574,78
ST008279,WH008,P02909,109
ST008280,WH003,P01031,99
ST008281,WH005,P00385,128
ST008282,WH002,P03209,38
ST008283,WH005,P04331,81
ST008284,WH002,P04554,79
ST008285,WH009,P00041,110
ST008286,WH005,P02119,145
ST008287,WH003,P04485,101
ST008288,WH008,P04084,100
ST008289,WH004,P04225,0
ST008290,WH004,P03098,166
ST008291,WH004,P04329,91
ST008292,WH002,P03275,112
ST008293,WH005,P01985,112
ST008294,WH003,P00537,61
ST008295,WH010,P02418,61
ST008296,WH003,P04274,169
ST008297,WH010,P02520,0
ST008298,WH007,P02438,52
ST008299,WH003,P00170,83
ST008300,WH004,P03439,174
ST008301,WH003,P03017,135
ST008302,WH009,P03530,18
ST008303,WH004,P00853,94
ST008304,WH005,P02064,136
ST008305,WH002,P03785,211
ST008306,WH001,P03197,83
ST008307,WH003,P02906,116
ST008308,WH006,P02381,97
ST008309,WH001,P01529,123
ST008310,WH007,P01877,134
ST008311,WH006,P02785,115
ST008312,WH009,P01532,126
ST008313,WH005,P01571,181
ST008314,WH008,P03091,38
ST008315,WH005,P03369,115
ST008316,WH005,P02381,35
ST008317,WH009,P04717,43
ST008318,WH009,P04139,58
ST008319,WH001,P01851,37
ST008320,WH002,P03018,158
ST008321,WH004,P04556,102
ST008322,WH009,P04250,135
ST008323,WH006,P01100,89
ST008324,WH001,P02785,75
ST008325,WH001,P02374,91
ST008326,WH001,P02387,64
ST008327,WH004,P01677,170
ST008328,WH004,P01712,94
ST008329,WH006,P01592,129
ST008330,WH010,P02582,142
ST008331,WH002,P03234,138
ST008332,WH004,P01159,18
ST008333,WH002,P00738,100
ST008334,WH008,P04311,85
ST008335,WH008,P01014,169
ST008336,WH009,P00396,39
ST008337,WH004,P04861,57
ST008338,WH002,P01622,151
ST008339,WH008,P01776,48
ST008340,WH003,P03318,8
ST008341,WH001,P00630,152
ST008342,WH002,P04137,140
ST008343,WH008,P02683,97
ST008344,WH007,P00781,27
ST008345,WH008,P04102,40
ST008346,WH007,P04527,11
ST008347,WH009,P00069,93
ST008348,WH001,P01515,67
ST008349,WH004,P00218,90
ST008350,WH001,P04802,108
ST008351,WH002,P02741,194
ST008352,WH007,P00918,129
ST008353,WH009,P01048,103
ST008354,WH010,P04292,21
ST008355,WH001,P02003,101
ST008356,WH007,P02735,144
ST008357,WH008,P04075,119
ST008358,WH005,P02324,47
ST008359,WH007,P00026,103
ST008360,WH010,P01751,79
ST008361,WH007,P03014,69
ST008362,WH010,P02833,0
ST008363,WH003,P00475,61
ST008364,WH002,P02550,112
ST008365,WH010,P02350,152
ST008366,WH002,P04418,96
ST008367,WH005,P01851,56
ST008368,WH004,P03253,76
ST008369,WH009,P03911,124
ST008370,WH006,P00217,86
ST008371,WH010,P01142,67
ST008372,WH003,P01292,55
ST008373,WH004,P04970,80
ST008374,WH010,P04144,70
ST008375,WH003,P00603,51
ST008376,WH004,P03697,177
ST008377,WH005,P02746,130
ST008378,WH006,P03427,209
ST008379,WH005,P00299,115
ST008380,WH009,P04392,100
ST008381,WH007,P00352,192
ST008382,WH006,P00175,13
ST008383,WH006,P01947,71
ST008384,WH008,P03240,62
ST008385,WH001,P04255,0
ST008386,WH002,P00955,164
ST008387,WH003,P03495,166
ST008388,WH004,P00454,33
ST008389,WH006,P03200,143
ST008390,WH007,P04977,119
ST008391,WH002,P00224,97
ST008392,WH007,P01262,170
ST008393,WH008,P00596,64
ST008394,WH006,P01744,91
ST008395,WH002,P01438,131
ST008396,WH004,P02081,115
ST008397,WH006,P02915,127
ST008398,WH009,P04508,126
ST008399,WH003,P03574,81
ST008400,WH010,P00892,65
ST008401,WH008,P03976,106
ST008402,WH007,P04599,175
ST008403,WH003,P01728,98
ST008404,WH009,P02161,129
ST008405,WH005,P00331,105
ST008406,WH002,P01984,201
ST008407,WH005,P04543,93
ST008408,WH001,P04324,130
ST008409,WH008,P01590,64
ST008410,WH009,P04331,159
ST008411,WH003,P03338,131
ST008412,WH001,P01737,0
ST008413,WH004,P03067,136
ST008414,WH010,P01017,23
ST008415,WH001,P00840,141
ST008416,WH001,P04962,92
ST008417,WH001,P04157,136
ST008418,WH006,P04625,86
ST008419,WH010,P00532,107
ST008420,WH005,P02341,28
ST008421,WH001,P03712,146
ST008422,WH005,P04776,33
ST008423,WH010,P04693,0
ST008424,WH010,P04692,84
ST008425,WH007,P02429,107
ST008426,WH002,P04278,155
ST008427,WH009,P03000,78
ST008428,WH010,P00844,100
ST008429,WH005,P00175,178
ST008430,WH003,P01560,67
ST008431,WH002,P01516,138
ST008432,WH004,P02412,60
ST008433,WH003,P03522,80
ST008434,WH007,P04620,132
ST008435,WH009,P00449,87
ST008436,WH007,P00189,80
ST008437,WH009,P03875,84
ST008438,WH007,P00251,101
ST008439,WH004,P02536,75
ST008440,WH009,P01869,81
ST008441,WH009,P04971,81
ST008442,WH004,P02669,129
ST008443,WH010,P02964,64
ST008444,WH004,P04262,235
ST008445,WH003,P04597,169
ST008446,WH001,P02333,169
ST008447,WH001,P02824,48
ST008448,WH007,P00966,0
ST008449,WH003,P04639,83
ST008450,WH010,P03557,114
ST008451,WH009,P01207,73
ST008452,WH006,P04461,66
ST008453,WH003,P03557,87
ST008454,WH005,P00766,75
ST008455,WH009,P03133,74
ST008456,WH010,P03100,60
ST008457,WH006,P03334,182
ST008458,WH002,P01775,135
ST008459,WH001,P04603,147
ST008460,WH002,P01194,33
ST008461,WH004,P04330,136
ST008462,WH006,P04682,167
ST008463,WH006,P00985,174
ST008464,WH005,P01574,131
ST008465,WH005,P03266,100
ST008466,WH005,P04170,17
ST008467,WH005,P00333,131
ST008468,WH001,P01346,75
ST008469,WH001,P00054,84
ST008470,WH009,P03558,109
ST008471,WH010,P03201,107
ST008472,WH007,P00513,65
ST008473,WH001,P00957,122
ST008474,WH007,P04128,117
ST008475,WH004,P00615,151
ST008476,WH002,P01584,136
ST008477,WH010,P02744,109
ST008478,WH001,P00393,59
ST008479,WH002,P03074,60
ST008480,WH009,P00459,182
ST008481,WH010,P02288,104
ST008482,WH002,P02401,203
ST008483,WH010,P00600,59
ST008484,WH008,P03341,52
ST008485,WH004,P04772,122
ST008486,WH008,P03369,149
ST008487,WH003,P00413,133
ST008488,WH006,P01807,4
ST008489,WH001,P04058,42
ST008490,WH010,P02307,99
ST008491,WH007,P01330,0
ST008492,WH001,P03679,149
ST008493,WH003,P03304,137
ST008494,WH007,P01066,180
ST008495,WH010,P01124,46
ST008496,WH006,P00160,51
ST008497,WH008,P03885,156
ST008498,WH007,P00391,167
ST008499,WH003,P04632,157
ST008500,WH010,P00548,110
ST008501,WH005,P00187,76
ST008502,WH009,P02153,77
ST008503,WH002,P01600,105
ST008504,WH004,P01661,80
ST008505,WH002,P01087,162
ST008506,WH006,P02932,82
ST008507,WH003,P01660,74
ST008508,WH002,P03828,41
ST008509,WH009,P00649,133
ST008510,WH008,P00088,105
ST008511,WH004,P01346,98
ST008512,WH002,P00644,116
ST008513,WH010,P01339,26
ST008514,WH001,P03112,170
ST008515,WH002,P01793,74
ST008516,WH009,P02604,143
ST008517,WH003,P03832,130
ST008518,WH008,P04474,199
ST008519,WH010,P02826,51
ST008520,WH004,P01788,40
ST008521,WH008,P00609,106
ST008522,WH009,P02431,86
ST008523,WH005,P02168,65
ST008524,WH010,P00403,96
ST008525,WH003,P04742,48
ST008526,WH003,P03241,65
ST008527,WH005,P04181,71
ST008528,WH001,P00775,0
ST008529,WH007,P02257,17
ST008530,WH004,P03701,84
ST008531,WH004,P02050,135
ST008532,WH002,P03264,25
ST008533,WH008,P04377,122
ST008534,WH008,P04094,133
ST008535,WH009,P01396,151
ST008536,WH003,P00616,41
ST008537,WH001,P01323,127
ST008538,WH002,P04027,188
ST008539,WH003,P00839,194
ST008540,WH004,P02139,112
ST008541,WH009,P03440,70
ST008542,WH003,P04691,0
ST008543,WH009,P02787,37
ST008544,WH007,P01898,60
ST008545,WH009,P01991,116
ST008546,WH002,P04222,109
ST008547,WH003,P04453,102
ST008548,WH006,P03346,139
ST008549,WH001,P02773,76
ST008550,WH004,P04690,154
ST008551,WH008,P00188,39
ST008552,WH009,P03512,115
ST008553,WH007,P00975,4
ST008554,WH001,P03299,135
ST008555,WH008,P01933,78
ST008556,WH007,P04246,8
ST008557,WH003,P00127,55
ST008558,WH006,P00019,32
ST008559,WH007,P04429,124
ST008560,WH003,P00692,105
ST008561,WH003,P01479,21
ST008562,WH004,P02862,18
ST008563,WH002,P03223,101
ST008564,WH006,P00122,66
ST008565,WH006,P04417,117
ST008566,WH008,P00860,115
ST008567,WH005,P03318,126
ST008568,WH010,P01232,29
ST008569,WH002,P04284,86
ST008570,WH003,P00596,153
ST008571,WH010,P01137,66
ST008572,WH006,P04652,59
ST008573,WH007,P03742,75
ST008574,WH010,P00324,74
ST008575,WH009,P04839,106
ST008576,WH009,P02200,70
ST008577,WH004,P03523,0
ST008578,WH009,P02366,125
ST008579,WH009,P00133,107
ST008580,WH003,P01040,95
ST008581,WH001,P02711,83
ST008582,WH001,P04958,60
ST008583,WH004,P04443,6
ST008584,WH005,P04157,101
ST008585,WH005,P01065,19
ST008586,WH006,P04995,115
ST008587,WH009,P04535,114
ST008588,WH002,P00689,62
ST008589,WH005,P02841,46
ST008590,WH008,P04471,71
ST008591,WH002,P02925,76
ST008592,WH003,P01928,176
ST008593,WH009,P03291,77
ST008594,WH008,P03199,112
ST008595,WH008,P01606,179
ST008596,WH009,P01530,46
ST008597,WH001,P03703,68
ST008598,WH002,P00521,16
ST008599,WH008,P04055,86
ST008600,WH010,P04360,158
ST008601,WH008,P03150,142
ST008602,WH009,P01229,159
ST008603,WH010,P04708,68
ST008604,WH007,P04144,43
ST008605,WH008,P01261,212
ST008606,WH003,P02623,110
ST008607,WH009,P04726,19
ST008608,WH004,P04047,228
ST008609,WH006,P04296,0
ST008610,WH001,P03266,172
ST008611,WH003,P01946,0
ST008612,WH006,P00425,114
ST008613,WH005,P00245,142
ST008614,WH006,P03197,134
ST008615,WH007,P02719,177
ST008616,WH008,P04663,150
ST008617,WH001,P00251,192
ST008618,WH005,P04439,79
ST008619,WH003,P02807,82
ST008620,WH006,P02199,168
ST008621,WH005,P01496,68
ST008622,WH009,P03221,142
ST008623,WH008,P04863,57
ST008624,WH007,P01607,57
ST008625,WH003,P02892,159
ST008626,WH010,P02410,121
ST008627,WH003,P04364,57
ST008628,WH010,P02206,0
ST008629,WH004,P04475,86
ST008630,WH010,P00845,76
ST008631,WH006,P03317,160
ST008632,WH003,P02136,120
ST008633,WH002,P02686,223
ST008634,WH003,P04367,126
ST008635,WH006,P03960,127
ST008636,WH007,P01374,86
ST008637,WH010,P01408,67
ST008638,WH004,P01821,90
ST008639,WH006,P04340,95
ST008640,WH010,P03032,131
ST008641,WH002,P01832,115
ST008642,WH009,P00871,74
ST008643,WH009,P03205,63
ST008644,WH006,P02997,111
ST008645,WH001,P04012,53
ST008646,WH009,P02154,78
ST008647,WH007,P04577,73
ST008648,WH006,P00129,221
ST008649,WH010,P02626,36
ST008650,WH008,P02354,60
ST008651,WH005,P01837,72
ST008652,WH001,P01591,77
ST008653,WH009,P04727,87
ST008654,WH002,P00928,33
ST008655,WH009,P02733,132
ST008656,WH010,P01934,38
ST008657,WH005,P00309,99
ST008658,WH002,P02984,141
ST008659,WH004,P03232,67
ST008660,WH005,P00723,115
ST008661,WH006,P02406,127
ST008662,WH008,P00881,27
ST008663,WH006,P02686,48
ST008664,WH004,P00879,0
ST008665,WH004,P01422,111
ST008666,WH006,P01757,194
ST008667,WH007,P03899,65
ST008668,WH009,P00798,90
ST008669,WH004,P03492,150
ST008670,WH008,P02600,113
ST008671,WH001,P00132,51
ST008672,WH003,P00894,109
ST008673,WH005,P00714,88
ST008674,WH001,P02899,92
ST008675,WH003,P03741,129
ST008676,WH007,P04336,69
ST008677,WH002,P04848,178
ST008678,WH009,P03874,162
ST008679,WH009,P00493,100
ST008680,WH010,P01079,103
ST008681,WH008,P00056,57
ST008682,WH003,P01926,43
ST008683,WH009,P04316,89
ST008684,WH009,P02854,103
ST008685,WH007,P01334,20
ST008686,WH003,P02711,134
ST008687,WH009,P03508,56
ST008688,WH007,P00479,120
ST008689,WH006,P04781,140
ST008690,WH008,P04415,154
ST008691,WH008,P02290,182
ST008692,WH003,P04037,108
ST008693,WH006,P04180,76
ST008694,WH009,P02782,181
ST008695,WH010,P03457,90
ST008696,WH006,P02600,99
ST008697,WH010,P02360,173
ST008698,WH003,P04113,88
ST008699,WH003,P02495,60
ST008700,WH010,P00973,156
ST008701,WH002,P03508,58
ST008702,WH006,P00209,120
ST008703,WH003,P00052,111
ST008704,WH001,P00352,115
ST008705,WH003,P02514,0
ST008706,WH006,P01881,139
ST008707,WH010,P01902,97
ST008708,WH002,P01937,130
ST008709,WH003,P00949,125
ST008710,WH002,P01707,80
ST008711,WH006,P03937,97
ST008712,WH001,P04275,108
ST008713,WH004,P03488,78
ST008714,WH009,P01493,147
ST008715,WH002,P02326,83
ST008716,WH005,P02330,51
ST008717,WH009,P04300,129
ST008718,WH010,P03139,194
ST008719,WH007,P04805,41
ST008720,WH010,P04020,93
ST008721,WH003,P04093,153
ST008722,WH004,P03466,128
ST008723,WH008,P03614,131
ST008724,WH005,P03386,101
ST008725,WH003,P00053,0
ST008726,WH003,P03001,112
ST008727,WH009,P01374,118
ST008728,WH006,P02359,156
ST008729,WH004,P00571,62
ST008730,WH003,P04452,84
ST008731,WH002,P01096,75
ST008732,WH004,P00516,63
ST008733,WH003,P01640,152
ST008734,WH010,P01174,45
ST008735,WH001,P02498,131
ST008736,WH010,P00759,59
ST008737,WH001,P03090,97
ST008738,WH001,P00737,23
ST008739,WH009,P02005,139
ST008740,WH007,P02150,92
ST008741,WH008,P01312,127
ST008742,WH004,P04529,91
ST008743,WH008,P02827,126
ST008744,WH001,P04363,97
ST008745,WH007,P04250,126
ST008746,WH002,P03736,109
ST008747,WH003,P01481,54
ST008748,WH006,P03933,78
ST008749,WH008,P02629,61
ST008750,WH005,P02976,171
ST008751,WH009,P02177,139
ST008752,WH007,P01268,71
ST008753,WH010,P00268,60
ST008754,WH006,P01167,106
ST008755,WH010,P00740,192
ST008756,WH009,P03716,100
ST008757,WH007,P04537,160
ST008758,WH004,P00838,113
ST008759,WH007,P00435,128
ST008760,WH009,P01489,76
ST008761,WH008,P00991,90
ST008762,WH008,P01439,58
ST008763,WH004,P01625,87
ST008764,WH010,P04773,50
ST008765,WH003,P00240,122
ST008766,WH002,P03499,123
ST008767,WH006,P04794,105
ST008768,WH002,P02484,137
ST008769,WH004,P04532,73
ST008770,WH009,P01179,72
ST008771,WH004,P01365,140
ST008772,WH006,P02980,144
ST008773,WH004,P04732,159
ST008774,WH006,P04555,93
ST008775,WH005,P02186,116
ST008776,WH007,P01001,136
ST008777,WH008,P03794,126
ST008778,WH008,P01793,57
ST008779,WH006,P02139,45
ST008780,WH005,P04732,53
ST008781,WH008,P00955,190
ST008782,WH003,P03661,149
ST008783,WH010,P04770,96
ST008784,WH008,P00023,97
ST008785,WH003,P03606,102
ST008786,WH001,P02713,60
ST008787,WH004,P04882,88
ST008788,WH008,P04318,15
ST008789,WH008,P00922,126
ST008790,WH004,P04017,162
ST008791,WH006,P01133,163
ST008792,WH001,P00808,165
ST008793,WH003,P02985,19
ST008794,WH007,P00445,81
ST008795,WH009,P01544,117
ST008796,WH001,P02174,13
ST008797,WH009,P04006,62
ST008798,WH010,P03815,71
ST008799,WH009,P04661,153
ST008800,WH008,P02862,177
ST008801,WH004,P03050,101
ST008802,WH009,P02928,136
ST008803,WH009,P03231,92
ST008804,WH001,P00332,71
ST008805,WH004,P00143,120
ST008806,WH004,P03178,84
ST008807,WH002,P04692,131
ST008808,WH010,P02628,111
ST008809,WH002,P03771,139
ST008810,WH002,P02842,70
ST008811,WH003,P01721,0
ST008812,WH010,P00767,154
ST008813,WH001,P01223,137
ST008814,WH010,P01372,178
ST008815,WH010,P02853,103
ST008816,WH001,P00758,120
ST008817,WH005,P01629,216
ST008818,WH008,P02271,7
ST008819,WH009,P01580,122
ST008820,WH001,P01609,160
