product_id,product_name,category_id,supplier_id,reorder_point,safety_stock
P01277,Full 1276,CA050,SUP060,8,16
P01278,Effect 1277,CA021,SUP017,21,15
P01279,Give 1278,CA049,SUP096,41,9
P01280,Fall 1279,CA007,SUP144,46,6
P01281,Apply 1280,CA017,SUP016,19,5
P01282,Movement 1281,CA020,SUP046,37,15
P01283,Dog 1282,CA041,SUP167,20,17
P01284,Oil 1283,CA049,SUP159,15,7
P01285,Question 1284,CA020,SUP107,24,7
P01286,Human 1285,CA022,SUP088,42,4
P01287,Interesting 1286,CA028,SUP129,28,16
P01288,Technology 1287,CA040,SUP139,20,4
P01289,Easy 1288,CA049,SUP119,34,12
P01290,Bar 1289,CA007,SUP085,38,4
P01291,Machine 1290,CA001,SUP004,5,11
P01292,Life 1291,CA032,SUP071,28,19
P01293,Suddenly 1292,CA013,SUP154,28,2
P01294,Page 1293,CA030,SUP111,13,17
P01295,Line 1294,CA023,SUP050,26,17
P01296,Behavior 1295,CA019,SUP140,16,11
P01297,Tough 1296,CA032,SUP095,21,2
P01298,Moment 1297,CA030,SUP092,29,5
P01299,Likely 1298,CA029,SUP065,32,4
P01300,Four 1299,CA049,SUP047,19,6
P01301,By 1300,CA045,SUP181,34,13
P01302,Modern 1301,CA029,SUP106,31,13
P01303,Skill 1302,CA030,SUP199,26,14
P01304,Ready 1303,CA016,SUP130,14,13
P01305,Affect 1304,CA040,SUP106,35,17
P01306,Board 1305,CA019,SUP024,31,14
P01307,International 1306,CA018,SUP004,16,6
P01308,Itself 1307,CA001,SUP108,35,5
P01309,Also 1308,CA014,SUP019,36,16
P01310,Onto 1309,CA047,SUP154,36,13
P01311,Often 1310,CA050,SUP040,45,12
P01312,A 1311,CA002,SUP050,49,7
P01313,That 1312,CA028,SUP171,39,10
P01314,Benefit 1313,CA049,SUP075,25,2
P01315,Strong 1314,CA050,SUP195,14,13
P01316,Pm 1315,CA030,SUP012,20,15
P01317,Present 1316,CA038,SUP195,11,7
P01318,Public 1317,CA004,SUP027,8,2
P01319,Fly 1318,CA001,SUP113,31,3
P01320,Voice 1319,CA008,SUP182,29,12
P01321,Movie 1320,CA029,SUP194,35,4
P01322,Or 1321,CA039,SUP049,15,11
P01323,Design 1322,CA003,SUP144,24,7
P01324,Real 1323,CA032,SUP130,40,7
P01325,Remain 1324,CA010,SUP060,21,3
P01326,Loss 1325,CA010,SUP182,49,11
P01327,Growth 1326,CA019,SUP030,15,7
P01328,Himself 1327,CA046,SUP084,34,18
P01329,That 1328,CA034,SUP166,39,15
P01330,Arm 1329,CA033,SUP028,45,6
P01331,Technology 1330,CA023,SUP025,42,18
P01332,Dog 1331,CA028,SUP096,26,3
P01333,Three 1332,CA032,SUP125,47,10
P01334,Look 1333,CA050,SUP010,31,13
P01335,Glass 1334,CA007,SUP188,41,8
P01336,Opportunity 1335,CA029,SUP042,39,10
P01337,Speak 1336,CA008,SUP040,8,17
P01338,President 1337,CA001,SUP077,20,12
P01339,Plan 1338,CA003,SUP105,20,13
P01340,Material 1339,CA024,SUP118,25,16
P01341,Sense 1340,CA023,SUP042,30,19
P01342,Realize 1341,CA008,SUP047,40,17
P01343,Himself 1342,CA047,SUP165,23,16
P01344,Sense 1343,CA037,SUP022,21,6
P01345,Local 1344,CA003,SUP185,49,12
P01346,Build 1345,CA033,SUP107,30,16
P01347,Bill 1346,CA028,SUP027,26,19
P01348,Song 1347,CA047,SUP041,32,14
P01349,Reason 1348,CA008,SUP080,5,5
P01350,Doctor 1349,CA034,SUP162,48,18
P01351,Able 1350,CA035,SUP160,40,5
P01352,Growth 1351,CA032,SUP089,47,17
P01353,Hear 1352,CA024,SUP066,41,16
P01354,Themselves 1353,CA014,SUP012,6,15
P01355,Property 1354,CA032,SUP168,21,13
P01356,Such 1355,CA046,SUP073,44,4
P01357,Film 1356,CA043,SUP076,42,11
P01358,Officer 1357,CA016,SUP090,25,9
P01359,Nearly 1358,CA004,SUP010,13,7
P01360,Hour 1359,CA037,SUP096,17,15
P01361,Science 1360,CA021,SUP176,15,18
P01362,Born 1361,CA014,SUP020,20,17
P01363,Answer 1362,CA031,SUP039,20,16
P01364,Watch 1363,CA048,SUP060,6,16
P01365,Community 1364,CA018,SUP066,46,2
P01366,Mind 1365,CA007,SUP065,48,13
P01367,Challenge 1366,CA010,SUP179,12,11
P01368,Term 1367,CA007,SUP124,47,15
P01369,Series 1368,CA033,SUP164,46,11
P01370,Situation 1369,CA023,SUP152,17,11
P01371,Set 1370,CA021,SUP155,21,12
P01372,It 1371,CA019,SUP130,43,17
P01373,Both 1372,CA048,SUP159,28,10
P01374,Environmental 1373,CA019,SUP057,7,16
P01375,Popular 1374,CA036,SUP078,34,15
P01376,Deal 1375,CA029,SUP194,17,10
P01377,Cup 1376,CA018,SUP029,23,5
P01378,Camera 1377,CA002,SUP015,11,8
P01379,Wonder 1378,CA001,SUP012,13,9
P01380,Together 1379,CA047,SUP101,23,9
P01381,Increase 1380,CA005,SUP156,49,16
P01382,Dinner 1381,CA020,SUP084,44,17
P01383,Lot 1382,CA011,SUP125,26,10
P01384,Thank 1383,CA042,SUP103,22,13
P01385,Station 1384,CA002,SUP024,27,17
P01386,Cut 1385,CA003,SUP149,6,5
P01387,Sense 1386,CA023,SUP138,15,6
P01388,Ground 1387,CA012,SUP110,35,9
P01389,Box 1388,CA020,SUP078,37,2
P01390,Sometimes 1389,CA005,SUP101,18,7
P01391,Join 1390,CA037,SUP146,20,16
P01392,Any 1391,CA038,SUP142,15,5
P01393,With 1392,CA030,SUP162,37,12
P01394,Property 1393,CA009,SUP128,11,6
P01395,Third 1394,CA034,SUP058,35,19
P01396,Remember 1395,CA044,SUP076,18,16
P01397,Per 1396,CA035,SUP150,32,19
P01398,Candidate 1397,CA022,SUP198,47,14
P01399,Sport 1398,CA044,SUP036,20,6
P01400,Wait 1399,CA024,SUP173,23,2
P01401,Little 1400,CA017,SUP164,21,19
P01402,Lot 1401,CA010,SUP022,30,15
P01403,Reason 1402,CA030,SUP127,10,6
P01404,Perform 1403,CA046,SUP080,47,7
P01405,Mother 1404,CA023,SUP189,13,17
P01406,Center 1405,CA032,SUP100,21,13
P01407,Moment 1406,CA017,SUP184,35,19
P01408,Above 1407,CA050,SUP096,16,3
P01409,Nice 1408,CA017,SUP161,27,14
P01410,Simply 1409,CA014,SUP173,9,18
P01411,Anything 1410,CA009,SUP164,47,18
P01412,On 1411,CA040,SUP148,40,17
P01413,Worry 1412,CA002,SUP018,40,19
P01414,Lead 1413,CA045,SUP038,7,9
P01415,This 1414,CA025,SUP195,28,4
P01416,Pay 1415,CA039,SUP151,21,18
P01417,Meeting 1416,CA009,SUP109,43,19
P01418,Window 1417,CA022,SUP123,30,7
P01419,Movie 1418,CA043,SUP144,8,9
P01420,Statement 1419,CA046,SUP187,49,14
P01421,Will 1420,CA004,SUP197,16,9
P01422,Whether 1421,CA026,SUP196,5,7
P01423,Cost 1422,CA029,SUP149,25,16
P01424,Role 1423,CA045,SUP104,23,11
P01425,Particular 1424,CA034,SUP198,25,18
P01426,Consumer 1425,CA023,SUP140,22,2
P01427,Side 1426,CA037,SUP144,47,8
P01428,Teacher 1427,CA011,SUP081,7,14
P01429,Career 1428,CA006,SUP087,48,4
P01430,Body 1429,CA018,SUP142,36,16
P01431,Impact 1430,CA021,SUP061,14,6
P01432,Really 1431,CA042,SUP199,44,12
P01433,Plan 1432,CA036,SUP046,19,19
P01434,Police 1433,CA041,SUP032,9,4
P01435,Us 1434,CA038,SUP015,8,7
P01436,Fund 1435,CA034,SUP044,32,4
P01437,Mother 1436,CA017,SUP145,8,6
P01438,Upon 1437,CA037,SUP169,19,10
P01439,If 1438,CA025,SUP054,21,14
P01440,Kid 1439,CA038,SUP044,48,7
P01441,Politics 1440,CA012,SUP098,7,12
P01442,Whole 1441,CA023,SUP005,14,15
P01443,Room 1442,CA042,SUP109,46,7
P01444,Sound 1443,CA022,SUP027,27,7
P01445,Energy 1444,CA021,SUP116,22,18
P01446,Eye 1445,CA027,SUP087,5,12
P01447,Information 1446,CA031,SUP104,39,16
P01448,Gun 1447,CA006,SUP123,35,10
P01449,Financial 1448,CA027,SUP079,48,18
P01450,Local 1449,CA040,SUP043,5,8
P01451,Support 1450,CA034,SUP097,7,8
P01452,Cell 1451,CA012,SUP031,7,2
P01453,Certainly 1452,CA045,SUP099,41,9
P01454,Itself 1453,CA007,SUP017,23,6
P01455,Play 1454,CA010,SUP083,33,9
P01456,Scene 1455,CA045,SUP110,29,18
P01457,Various 1456,CA017,SUP182,37,13
P01458,Smile 1457,CA026,SUP190,40,16
P01459,Music 1458,CA021,SUP032,33,5
P01460,Firm 1459,CA028,SUP168,30,13
P01461,Threat 1460,CA046,SUP141,8,14
P01462,Science 1461,CA002,SUP035,18,15
P01463,Officer 1462,CA043,SUP133,31,6
P01464,Traditional 1463,CA001,SUP029,37,17
P01465,Former 1464,CA036,SUP070,26,8
P01466,Seek 1465,CA026,SUP153,7,16
P01467,Since 1466,CA029,SUP095,27,14
P01468,Worry 1467,CA021,SUP022,25,17
P01469,On 1468,CA011,SUP194,45,13
P01470,Project 1469,CA040,SUP173,27,8
P01471,Director 1470,CA011,SUP069,8,17
P01472,Deep 1471,CA036,SUP089,25,14
P01473,Determine 1472,CA049,SUP072,41,4
P01474,Probably 1473,CA039,SUP129,47,16
P01475,Send 1474,CA040,SUP172,35,4
P01476,Fill 1475,CA035,SUP087,25,8
P01477,Right 1476,CA034,SUP096,30,19
P01478,Hair 1477,CA047,SUP075,45,15
P01479,Will 1478,CA024,SUP167,39,19
P01480,Remember 1479,CA022,SUP054,42,15
P01481,Cause 1480,CA005,SUP088,28,7
P01482,See 1481,CA033,SUP157,15,9
P01483,Rate 1482,CA036,SUP054,45,8
P01484,Could 1483,CA047,SUP016,33,19
P01485,Most 1484,CA020,SUP099,7,19
P01486,Occur 1485,CA019,SUP020,5,16
P01487,Rule 1486,CA035,SUP046,23,3
P01488,Public 1487,CA043,SUP195,26,9
P01489,Future 1488,CA017,SUP193,18,12
P01490,See 1489,CA045,SUP127,18,19
P01491,Business 1490,CA043,SUP058,48,14
P01492,Sort 1491,CA034,SUP181,20,10
P01493,He 1492,CA009,SUP111,37,10
P01494,Or 1493,CA026,SUP129,17,18
P01495,Media 1494,CA002,SUP081,42,8
P01496,Pass 1495,CA009,SUP194,16,10
P01497,Own 1496,CA009,SUP157,42,2
P01498,Yes 1497,CA040,SUP084,43,3
P01499,Region 1498,CA017,SUP070,37,5
P01500,See 1499,CA001,SUP008,37,15
P01501,Key 1500,CA025,SUP029,33,5
P01502,Represent 1501,CA043,SUP112,9,3
P01503,Small 1502,CA040,SUP179,10,9
P01504,Wall 1503,CA042,SUP161,35,19
P01505,Thought 1504,CA025,SUP131,20,15
P01506,None 1505,CA039,SUP188,35,11
P01507,Feeling 1506,CA035,SUP163,29,18
P01508,Understand 1507,CA003,SUP197,37,9
P01509,Throw 1508,CA050,SUP108,17,15
P01510,Knowledge 1509,CA037,SUP109,14,9
P01511,System 1510,CA044,SUP020,28,6
P01512,Add 1511,CA044,SUP073,14,17
P01513,Necessary 1512,CA030,SUP167,45,9
P01514,Both 1513,CA038,SUP004,35,11
P01515,Ago 1514,CA034,SUP019,17,9
P01516,I 1515,CA012,SUP102,7,10
P01517,Check 1516,CA019,SUP173,38,19
P01518,Argue 1517,CA037,SUP171,32,4
P01519,Religious 1518,CA044,SUP141,23,18
P01520,Arrive 1519,CA049,SUP141,27,16
P01521,Decision 1520,CA017,SUP188,49,18
P01522,Example 1521,CA010,SUP185,36,9
P01523,Social 1522,CA049,SUP086,17,3
P01524,Stock 1523,CA047,SUP052,37,18
P01525,College 1524,CA012,SUP111,38,19
P01526,Few 1525,CA016,SUP181,37,6
P01527,Result 1526,CA024,SUP109,9,10
P01528,Enough 1527,CA019,SUP086,7,10
P01529,Child 1528,CA008,SUP043,11,3
P01530,Those 1529,CA031,SUP200,28,3
P01531,Assume 1530,CA021,SUP200,26,4
P01532,Rock 1531,CA017,SUP042,49,18
P01533,Still 1532,CA023,SUP090,27,15
P01534,Find 1533,CA037,SUP115,34,15
P01535,Democrat 1534,CA016,SUP026,22,15
P01536,Some 1535,CA006,SUP151,36,7
P01537,Number 1536,CA008,SUP043,11,4
P01538,Alone 1537,CA025,SUP077,37,2
P01539,Her 1538,CA018,SUP156,9,17
P01540,Teach 1539,CA025,SUP137,32,5
P01541,Local 1540,CA012,SUP020,12,2
P01542,Blue 1541,CA015,SUP184,19,18
P01543,Power 1542,CA026,SUP039,8,19
P01544,Trip 1543,CA041,SUP179,38,9
P01545,Republican 1544,CA045,SUP012,9,3
P01546,Sister 1545,CA026,SUP183,37,19
P01547,Or 1546,CA047,SUP011,9,17
P01548,Treatment 1547,CA032,SUP154,42,11
P01549,Door 1548,CA010,SUP042,38,9
P01550,Situation 1549,CA016,SUP155,30,13
P01551,Radio 1550,CA007,SUP011,5,17
P01552,Option 1551,CA017,SUP038,8,13
P01553,Improve 1552,CA023,SUP098,43,12
P01554,Economy 1553,CA026,SUP171,30,2
P01555,Much 1554,CA021,SUP019,37,4
P01556,Still 1555,CA022,SUP192,37,13
P01557,Style 1556,CA007,SUP134,12,10
P01558,Success 1557,CA014,SUP174,24,6
P01559,Safe 1558,CA015,SUP116,20,2
P01560,Field 1559,CA007,SUP113,25,11
P01561,Room 1560,CA009,SUP170,49,18
P01562,Red 1561,CA048,SUP065,30,5
P01563,Anyone 1562,CA008,SUP099,27,16
P01564,With 1563,CA050,SUP072,22,9
P01565,I 1564,CA023,SUP187,35,16
P01566,Impact 1565,CA029,SUP052,46,8
P01567,Keep 1566,CA018,SUP118,16,16
P01568,Story 1567,CA031,SUP175,5,9
P01569,Reveal 1568,CA030,SUP120,46,11
P01570,Form 1569,CA039,SUP007,13,19
P01571,Old 1570,CA035,SUP011,7,5
P01572,Arm 1571,CA018,SUP103,30,16
P01573,Add 1572,CA042,SUP061,13,12
P01574,Six 1573,CA039,SUP068,46,4
P01575,Enter 1574,CA017,SUP153,20,16
P01576,Degree 1575,CA014,SUP140,28,4
P01577,Pressure 1576,CA031,SUP154,18,16
P01578,Trouble 1577,CA024,SUP102,7,7
P01579,Statement 1578,CA035,SUP110,38,2
P01580,Traditional 1579,CA044,SUP140,37,15
P01581,Truth 1580,CA045,SUP171,28,17
P01582,Level 1581,CA034,SUP051,13,2
P01583,Themselves 1582,CA003,SUP117,17,18
P01584,Down 1583,CA037,SUP165,6,9
P01585,Which 1584,CA043,SUP046,11,19
P01586,Property 1585,CA040,SUP053,25,17
P01587,Sea 1586,CA026,SUP088,23,7
P01588,Security 1587,CA023,SUP121,29,11
P01589,Raise 1588,CA044,SUP013,26,11
P01590,Hold 1589,CA039,SUP089,15,6
P01591,Someone 1590,CA015,SUP125,37,13
P01592,Per 1591,CA049,SUP118,36,18
P01593,Office 1592,CA004,SUP054,25,15
P01594,Single 1593,CA029,SUP185,43,15
P01595,Player 1594,CA022,SUP116,24,4
P01596,Debate 1595,CA025,SUP118,12,13
P01597,Stand 1596,CA013,SUP004,46,19
P01598,Share 1597,CA018,SUP075,41,13
P01599,Daughter 1598,CA033,SUP049,13,3
P01600,Financial 1599,CA016,SUP007,29,3
P01601,List 1600,CA045,SUP110,29,18
P01602,Cost 1601,CA042,SUP122,37,11
P01603,Result 1602,CA044,SUP011,6,19
P01604,Bad 1603,CA002,SUP092,23,2
P01605,Culture 1604,CA035,SUP182,24,5
P01606,Consumer 1605,CA042,SUP173,46,5
P01607,Simple 1606,CA034,SUP023,45,3
P01608,My 1607,CA030,SUP028,46,13
P01609,Call 1608,CA013,SUP111,33,11
P01610,Huge 1609,CA013,SUP057,10,14
P01611,Amount 1610,CA018,SUP026,21,16
P01612,Later 1611,CA032,SUP153,29,4
P01613,Family 1612,CA032,SUP054,42,14
P01614,Only 1613,CA035,SUP029,8,9
P01615,Everything 1614,CA039,SUP097,34,8
P01616,Case 1615,CA046,SUP164,24,9
P01617,College 1616,CA029,SUP014,7,19
P01618,Pattern 1617,CA049,SUP078,27,10
P01619,Throughout 1618,CA029,SUP035,22,7
P01620,Especially 1619,CA044,SUP030,30,5
P01621,Accept 1620,CA016,SUP092,40,16
P01622,Give 1621,CA044,SUP017,12,6
P01623,Man 1622,CA047,SUP195,21,6
P01624,Security 1623,CA010,SUP158,35,8
P01625,Write 1624,CA030,SUP093,41,10
P01626,Clear 1625,CA025,SUP173,49,8
P01627,Among 1626,CA039,SUP079,37,10
P01628,Class 1627,CA020,SUP110,31,11
P01629,Without 1628,CA005,SUP179,49,5
P01630,Future 1629,CA001,SUP102,8,7
P01631,Picture 1630,CA030,SUP106,26,15
P01632,Approach 1631,CA049,SUP047,30,10
P01633,Staff 1632,CA003,SUP181,36,2
P01634,Work 1633,CA045,SUP064,28,18
P01635,Process 1634,CA014,SUP166,39,14
P01636,Power 1635,CA030,SUP064,41,8
P01637,Threat 1636,CA050,SUP087,36,10
P01638,Recently 1637,CA004,SUP007,11,12
P01639,Fish 1638,CA018,SUP022,37,4
P01640,Military 1639,CA037,SUP081,35,13
P01641,Strategy 1640,CA025,SUP169,16,4
P01642,Page 1641,CA048,SUP074,15,16
P01643,Oil 1642,CA001,SUP138,28,11
P01644,Help 1643,CA046,SUP185,12,2
P01645,Baby 1644,CA015,SUP135,36,15
P01646,Step 1645,CA009,SUP125,42,7
P01647,Second 1646,CA015,SUP050,26,3
P01648,Friend 1647,CA049,SUP052,38,9
P01649,Never 1648,CA024,SUP161,23,2
P01650,Discussion 1649,CA004,SUP001,24,5
P01651,Create 1650,CA012,SUP181,18,5
P01652,Near 1651,CA037,SUP188,37,6
P01653,Author 1652,CA037,SUP162,14,10
P01654,Stop 1653,CA043,SUP004,20,14
P01655,Mouth 1654,CA006,SUP145,8,19
P01656,Collection 1655,CA039,SUP132,31,18
P01657,Just 1656,CA046,SUP171,32,2
P01658,Of 1657,CA024,SUP004,47,16
P01659,Not 1658,CA011,SUP001,20,3
P01660,International 1659,CA013,SUP071,37,17
P01661,Best 1660,CA034,SUP178,23,6
P01662,Happy 1661,CA025,SUP189,25,6
P01663,Do 1662,CA007,SUP035,26,3
P01664,Use 1663,CA004,SUP008,13,8
P01665,Different 1664,CA008,SUP152,13,4
P01666,Record 1665,CA020,SUP036,13,18
P01667,Glass 1666,CA029,SUP178,31,4
P01668,Glass 1667,CA045,SUP123,21,14
P01669,Herself 1668,CA046,SUP043,48,8
P01670,Finally 1669,CA010,SUP027,49,4
P01671,Discover 1670,CA043,SUP032,12,16
P01672,Soldier 1671,CA034,SUP078,20,19
P01673,Present 1672,CA026,SUP121,22,11
P01674,Nice 1673,CA041,SUP146,37,8
P01675,May 1674,CA049,SUP156,5,10
P01676,Option 1675,CA003,SUP157,16,6
P01677,Than 1676,CA006,SUP016,10,9
P01678,Soldier 1677,CA005,SUP099,45,15
P01679,Range 1678,CA005,SUP047,9,5
P01680,Act 1679,CA047,SUP187,20,15
P01681,Building 1680,CA023,SUP031,22,13
P01682,Relate 1681,CA049,SUP004,22,3
P01683,Half 1682,CA009,SUP165,5,14
P01684,Like 1683,CA035,SUP017,23,2
P01685,Effect 1684,CA020,SUP039,12,8
P01686,West 1685,CA049,SUP048,7,10
P01687,Quality 1686,CA042,SUP174,29,18
P01688,Positive 1687,CA035,SUP176,9,14
P01689,Why 1688,CA050,SUP039,44,11
P01690,Pretty 1689,CA018,SUP132,23,17
P01691,Either 1690,CA017,SUP030,22,7
P01692,Among 1691,CA024,SUP158,35,17
P01693,Rest 1692,CA003,SUP022,37,12
P01694,Value 1693,CA032,SUP066,22,4
P01695,Full 1694,CA035,SUP108,43,10
P01696,I 1695,CA038,SUP012,20,16
P01697,Whole 1696,CA013,SUP036,20,14
P01698,Style 1697,CA047,SUP018,42,11
P01699,You 1698,CA025,SUP090,45,14
P01700,Build 1699,CA009,SUP181,11,18
P01701,Imagine 1700,CA004,SUP199,18,8
P01702,Establish 1701,CA014,SUP001,47,7
P01703,Now 1702,CA037,SUP127,29,14
P01704,Shake 1703,CA034,SUP186,36,18
P01705,Fear 1704,CA011,SUP090,42,16
P01706,Ago 1705,CA041,SUP087,26,5
P01707,Which 1706,CA003,SUP090,20,16
P01708,Nation 1707,CA028,SUP134,33,15
P01709,Term 1708,CA029,SUP070,20,12
P01710,Speech 1709,CA009,SUP044,16,5
P01711,House 1710,CA003,SUP200,21,4
P01712,My 1711,CA025,SUP152,41,3
P01713,Suggest 1712,CA034,SUP086,31,11
P01714,Movie 1713,CA012,SUP019,29,14
P01715,Like 1714,CA042,SUP101,17,19
P01716,Message 1715,CA009,SUP146,12,17
P01717,Animal 1716,CA015,SUP095,9,12
P01718,Fine 1717,CA040,SUP101,16,11
P01719,Water 1718,CA025,SUP030,45,10
P01720,Reach 1719,CA005,SUP170,7,13
P01721,Data 1720,CA011,SUP033,39,2
P01722,Full 1721,CA034,SUP012,37,19
P01723,My 1722,CA024,SUP118,26,15
P01724,Beautiful 1723,CA015,SUP094,48,2
P01725,Yourself 1724,CA038,SUP155,13,18
P01726,Big 1725,CA008,SUP167,45,12
P01727,Computer 1726,CA005,SUP137,22,16
P01728,Spring 1727,CA048,SUP149,33,5
P01729,Note 1728,CA026,SUP076,43,16
P01730,None 1729,CA018,SUP029,31,15
P01731,Account 1730,CA006,SUP161,40,2
P01732,Produce 1731,CA037,SUP190,49,10
P01733,Attorney 1732,CA048,SUP117,21,8
P01734,Develop 1733,CA013,SUP015,38,12
P01735,Religious 1734,CA028,SUP002,7,3
P01736,Professional 1735,CA005,SUP180,9,3
P01737,Staff 1736,CA013,SUP117,18,7
P01738,Different 1737,CA017,SUP172,7,15
P01739,Treatment 1738,CA050,SUP182,27,4
P01740,Reveal 1739,CA040,SUP018,43,8
P01741,Language 1740,CA045,SUP003,34,8
P01742,Thing 1741,CA032,SUP135,49,5
P01743,Body 1742,CA029,SUP171,27,6
P01744,Describe 1743,CA003,SUP166,31,18
P01745,Note 1744,CA040,SUP165,14,5
P01746,Them 1745,CA034,SUP186,29,14
P01747,Scientist 1746,CA040,SUP161,17,17
P01748,Unit 1747,CA027,SUP108,20,17
P01749,Site 1748,CA013,SUP187,45,3
P01750,Stage 1749,CA045,SUP095,38,19
P01751,Learn 1750,CA033,SUP122,41,2
P01752,Radio 1751,CA006,SUP011,26,19
P01753,Technology 1752,CA024,SUP068,21,9
P01754,Yard 1753,CA019,SUP123,27,12
P01755,Away 1754,CA016,SUP196,40,16
P01756,Skin 1755,CA040,SUP113,13,17
P01757,Rich 1756,CA028,SUP098,6,18
P01758,Class 1757,CA033,SUP093,36,18
P01759,Agent 1758,CA048,SUP022,26,13
P01760,Machine 1759,CA041,SUP194,47,11
P01761,Series 1760,CA013,SUP172,17,7
P01762,Glass 1761,CA043,SUP127,12,9
P01763,Always 1762,CA045,SUP134,5,14
P01764,Begin 1763,CA025,SUP170,21,3
P01765,Back 1764,CA042,SUP025,16,11
P01766,Arm 1765,CA036,SUP185,8,5
P01767,Could 1766,CA027,SUP085,17,13
P01768,Study 1767,CA038,SUP055,35,19
P01769,Enter 1768,CA007,SUP144,45,8
P01770,Open 1769,CA005,SUP095,11,5
P01771,Avoid 1770,CA043,SUP142,27,8
P01772,Paper 1771,CA045,SUP167,28,11
P01773,Term 1772,CA031,SUP156,9,16
P01774,Drive 1773,CA023,SUP179,9,13
P01775,Whether 1774,CA042,SUP119,21,2
P01776,Evening 1775,CA010,SUP177,34,19
P01777,Involve 1776,CA032,SUP009,13,17
P01778,Important 1777,CA043,SUP186,10,6
P01779,Little 1778,CA030,SUP173,29,5
P01780,Professor 1779,CA039,SUP150,23,7
P01781,Interview 1780,CA031,SUP160,20,18
P01782,Lead 1781,CA018,SUP197,25,8
P01783,Four 1782,CA036,SUP197,6,8
P01784,Adult 1783,CA002,SUP042,14,10
P01785,Improve 1784,CA014,SUP053,20,14
P01786,Report 1785,CA013,SUP187,41,15
P01787,By 1786,CA029,SUP074,19,17
P01788,Nor 1787,CA012,SUP039,17,10
P01789,According 1788,CA039,SUP122,17,16
P01790,Put 1789,CA002,SUP015,36,6
P01791,Service 1790,CA032,SUP199,49,19
P01792,Present 1791,CA013,SUP157,12,9
P01793,At 1792,CA046,SUP123,47,16
P01794,Something 1793,CA027,SUP111,22,10
P01795,Skill 1794,CA049,SUP131,40,7
P01796,Pay 1795,CA041,SUP083,30,5
P01797,Answer 1796,CA017,SUP010,14,12
P01798,School 1797,CA040,SUP092,35,11
P01799,Thus 1798,CA031,SUP029,37,4
P01800,Baby 1799,CA034,SUP035,33,2
P01801,Help 1800,CA024,SUP006,9,13
P01802,Without 1801,CA045,SUP140,17,16
P01803,Morning 1802,CA035,SUP111,5,16
P01804,Born 1803,CA048,SUP038,27,15
P01805,Figure 1804,CA006,SUP077,44,8
P01806,Stop 1805,CA019,SUP093,7,18
P01807,Rich 1806,CA030,SUP147,7,8
P01808,Fish 1807,CA007,SUP067,11,4
P01809,Policy 1808,CA010,SUP136,40,4
P01810,Before 1809,CA041,SUP008,39,19
P01811,Father 1810,CA032,SUP122,19,15
P01812,Southern 1811,CA034,SUP084,44,4
P01813,With 1812,CA028,SUP175,7,8
P01814,Left 1813,CA015,SUP132,33,8
P01815,I 1814,CA030,SUP179,34,6
P01816,Indicate 1815,CA037,SUP085,43,4
P01817,Term 1816,CA029,SUP195,22,19
P01818,Recent 1817,CA022,SUP045,15,16
P01819,Allow 1818,CA004,SUP136,47,15
P01820,Matter 1819,CA020,SUP087,42,5
P01821,Close 1820,CA032,SUP016,44,9
P01822,None 1821,CA036,SUP077,5,14
P01823,Discussion 1822,CA050,SUP195,33,9
P01824,Century 1823,CA004,SUP009,14,16
P01825,Skin 1824,CA027,SUP060,32,18
P01826,Include 1825,CA017,SUP078,35,6
P01827,Style 1826,CA012,SUP077,23,5
P01828,Subject 1827,CA022,SUP071,7,12
P01829,Time 1828,CA017,SUP015,40,19
P01830,Offer 1829,CA010,SUP071,47,11
P01831,Find 1830,CA001,SUP102,19,18
P01832,Protect 1831,CA022,SUP169,37,16
P01833,Charge 1832,CA026,SUP022,45,7
P01834,Fire 1833,CA018,SUP152,47,17
P01835,Research 1834,CA050,SUP113,49,16
P01836,Very 1835,CA014,SUP172,30,9
P01837,Who 1836,CA047,SUP001,20,10
P01838,Stuff 1837,CA029,SUP010,40,12
P01839,Trial 1838,CA012,SUP110,37,3
P01840,Shoulder 1839,CA036,SUP200,24,14
P01841,Raise 1840,CA035,SUP184,17,5
P01842,Hour 1841,CA012,SUP113,37,10
P01843,Activity 1842,CA007,SUP050,9,6
P01844,On 1843,CA029,SUP012,41,4
P01845,Two 1844,CA011,SUP089,18,4
P01846,One 1845,CA033,SUP188,31,7
P01847,Chance 1846,CA006,SUP154,27,11
P01848,Candidate 1847,CA047,SUP112,18,6
P01849,Analysis 1848,CA015,SUP078,44,4
P01850,Accept 1849,CA032,SUP169,8,8
P01851,Page 1850,CA011,SUP164,43,19
P01852,Pick 1851,CA023,SUP121,23,9
P01853,Indeed 1852,CA026,SUP023,8,2
P01854,Note 1853,CA034,SUP171,34,5
P01855,Officer 1854,CA046,SUP134,23,8
P01856,Your 1855,CA034,SUP197,35,15
P01857,Bed 1856,CA029,SUP171,35,14
P01858,Focus 1857,CA004,SUP025,13,11
P01859,Develop 1858,CA017,SUP018,17,19
P01860,Smile 1859,CA035,SUP190,18,2
P01861,Site 1860,CA013,SUP141,14,5
P01862,Well 1861,CA041,SUP043,35,17
P01863,She 1862,CA039,SUP078,41,17
P01864,Guy 1863,CA015,SUP028,27,19
P01865,Development 1864,CA029,SUP146,31,9
P01866,Itself 1865,CA029,SUP059,10,11
P01867,Western 1866,CA011,SUP188,30,17
P01868,Race 1867,CA032,SUP063,6,12
